entry_id,headword,pdlma,attribution_entry,analysis_codes_raw,verb_class,irregular,sense_id,definition_en,definition_es,semantic_domain,etymology,attribution_sense,habitual,potential,completive,progressive,perfect,future,counterfactual,andative,documented_tam_count,example_count,example_1,example_1_es,example_2,example_2_es
chichi,richichì,-chichi*,EJG;JLC;ND;VC;VP,vA:i vers,A,NO,728,"To become scarce, as in the case of water when its source dries out.","Escasear, como el agua en alguna fuente que se seca.",change of state,,RGL;RLC,ri-chichi*,gi-chi*chi*,bi-chichi*,,,,,,3,1,Richichì nisa.,Escasea el agua.,,
chidxi,richidxì,-chidxi*,JLC,vA:i vers,A,NO,729,"To squeak, to creak.",Rechinar.,actions,,,ri-chidxi*,gi-chi*dxi* (),bi-chidxi*,,,,,,3,2,De richidxì.,Rechinando (ej. frenos de carro).,Richidxì laya.,Le rechinan los dientes.
chidxilaya,richidxì laya,-chidxi*=laya,EJG;ND;VP,vA:i,A,NO,730,"For teeth to be set on edge and squeak, as when eating something sour, or when hearing chalk squeak against a blackboard.","Apretarse los dientes hasta rechinar, o sentir dentera, como cuando se come algo agrio o cuando rechina un gis en un pizarrón.",change of state,,,ri-chidxi*=laya,gi^-chi*dxi*=la^ya,bi-chidxi*=la^ya,,,,,,3,4,Bichidxì laya.,Le rechinaron los dientes.,Cachìdxì laya.,Le están rechinando los dientes.
chidxilu,richidxì=lu,-chidxi*=lu,EJG;RLC,vA:i,A,NO,731,"To cringe, as when teeth are set on edge. This is said to describe someone who is shameless.",Encogerse la cara como cuando se siente dentera. La referencia a este gesto se hace para describir a alguien que no tiene vergüenza.,actions,,,ri-chidxi,,,ka-chi!dxi lu,,,,,2,0,,,,
chiirru,richiìrrù',-chii*rru*,JLC;VP,vA:i vers,A,NO,732,"To barely touch, when the intention is to hit. By extension, to lessen.","Lograr apenas rozar cuando la intención es de golpear. Por extensión, menguar.",actions,,JLC;RLC,,gi-chii*rru*;  ri-chii*rru*;  bi-chii*rru*,,,,,,,1,0,,,,
chiitulu,richiìtù' lu,-chii*tu* # lu,RLC,vA:i vers,A,NO,733,For eyes to be small.,Ser chiquitos los ojos.,physical attributes,,EJG,ri-chii*tu* lu,gi-chii*tu* lu,bi-chii*tu* lu,,,,,,3,4,Bichiìtù' lube.,Se le hicieron chiquitos los ojos.,Bichiìtù' lube.,Se le hicieron chiquitos los ojos.
chiita,richiità',-chiita*,JLC;RLC,vA:i vers,A,NO,734,"To buckle, as when something is loaded with more weight than it can hold.","Falsearse, como algo que se dobla al ponerle más peso de lo que puede soportar.",change of state,,,ri-chiita*,gi-chi!ita*,bi-chiita*,,,,,,3,7,Bichiità' ñee Mariá.,Se dobló su pie de María.,Càda (gu)ichésa Fán richiità' ñee.,Cada que brinca Juan se pone renco.
chipa,richipa,-chipa,EJG,vA:i vers,A,NO,735,"To become tarnished or worn out, as in clothes.",Percudirse.,change of state,,,ri-chipa,gi-chi!pa,bi-chipa,,,,,,3,4,Bichipa de lari.,Se percudió la ropa.,Bichipa lari.,Se percudió la ropa.
chipalaga,richipà laga,-chipa* laga,EJG;JLC;ND;RGL;RLC,vA:i vers,A,NO,736,To be ashamed.,Tener vergüenza.,emotion,,JLC;RLC,ri-chipa*=laga,gi-chi!pa*=laga,bi-chipa*=laga,,,,,,3,6,Neegue' nuù Fán ra cà ra nuù Fàna bichipà laga Fán quí niní' nè Fàna.,Ayer estuvo Juan y estuvo Juana pero le dio pena a Juan y ya no habló con Juana.,Ni richipà ra laga.,No tiene vergüenza.
chonga,richonga,-chonga,EJG;ND;VP,vA:i,A,NO,737,"To harden, to stiffen up.","Endurecerse, ponerse tieso.",change of state,,,ri-chonga,gi^-cho!nga,bi-chonga,,,,,,3,3,Bichonga.,Se puso duro.,Má bichonga ca' xqueta Fán.,Se endurecieron los totopos de Juan.
chuga,richuga,-chuga,EJG;RLC,vA:i vers,A,NO,738,"To harden, to stiffen. By extension, to slim down.","Endurecerse o ponerse tieso. Por extensión, enflacar.",change of state,,JLC;ND;RLC,ri-chuga,gi-chu!ga,bi-chuga,ka-chu!ga,,,,,4,4,Má bichuga pán nè quí ñoù'ni.,Se puso tieso el pan y no te lo comiste.,"Pà quí gou' narànjacà lá, zachuga.","Si no te comes la naranja, se seca."
chuku,richucu,-chuku,EJG;JLC;ND;VP,vA:i vers,A,NO,739,"To shorten, to become short.","Acortarse, recortarse, hacerse corto.",change of state,,,ri-chuku,gi^-chu!ku,bi-chuku,,,,,,3,5,Bichucuni ra bia'ri'ni.,Se encogió donde lo lavaron.,"Dxi napa Javier chii iza lá, guzié' ti pantalón xtì'be, yanna má napàbe dòse lá, má bichucu.","Cuando tenía Javiercito diez años le compré su pantalón, y ahora que ya tiene doce ya le queda corto."
chuuchi,richuuchì',-chuuchi*,EJG;JLC;ND,vA:i vers,A,NO,740,To become slippery.,Hacerse o ponerse resbaloso.,change of state,,,ri-chuuchi*,gi-chuu*chi*,bi-chuuchi*,ka-chuu^chi*,,,,,4,3,Bireechuùchì' ñeu'.,Te resbalaste.,Richuùchì' layu òra riaba nisa guie.,Se pone resbaloso el piso cuando llueve.
chuuchu,richuuchu',-chuuchu,EJG;JLC;ND;RLC;VC,vA:i vers,A,NO,741,"To become viscous and/or sticky, as in the case of infected and encrusted eyes.","Ponerse viscoso y/o pegajoso, como cuando se infectan los ojos, supuran y se pegan.",change of state,,,ri-chuuchu,gi-chu!uchu,bi-chuuchu,ka-chu!uchu,,,,,4,6,Bichuuchu' nayá'.,Se me puso pegajosa la mano.,Cachúuchu'.,Se está poniendo viscoso.
chuundu,richuundu',-chuundu,EJG;ND;VP,vA:i vers,A,NO,742,"To become clouded, to fog up, to darken.","Nublarse, empañarse, oscurecerse.",change of state,,RLC,ri-chuundu,gi-chu!undu,bi-chuundu,ka-chu!undu,,,ni-chu!undu,,5,6,Cachúundu.,Se está nublando.,Má bichuundu'.,Ya se nubló.
chuundulu,richuundu'lu,-chuundu=lu,EJG,vA:i vers,A,NO,743,For one's vision to become clouded or blurry.,"Nublarse la vista, o hacerse borrosa.",actions,,,ri-chuundu=lu,gi-chu!undu=lu,bi-chuundu=lu,ka-chu!undu=lu,,,,,4,2,Cachúundu' lube.,Se está nublando su vista.,"Òra cueè' Ròsa lènte lu lá, nachuundu' ruuya'.","Cuando se quita Rosa los lentes, se le pone borrosa la vista."
chuupi,richuupì',-chuupi*,EJG;RGL;RLC,vA:i vers,A,NO,744,"To become viscous and/or sticky, as when holding candy in one's hands.","Ponerse viscoso y/o pegajoso, como cuando tienes dulces in las manos.",change of state,,,ri-chuupi*,gi-chuu*pi*,bi-chuupi*,,,,,,3,2,Bichuupì' nà' òra guinaàzè' dxiña huiini'.,Se pone pegajosa la mano cuando agarras dulces.,"Lu guiidxu', naroondè' nè nachuupì' lu.",Adentro del grano (de la piel) está viscoso y baboso.
chwi7,richui',-chwi7,EJG;RLC,vA:i vers,A,NO,745,To become slippery.,Hacerse o ponerse resbaloso.,change of state,,RLC,ri-chwi7,gi-chwi!7,bi-chwi7,ka-chwi!7,,,,,4,2,"Òra runi trapiárcabe, richui' layu.","Cuando trapean, se pone resbaloso el piso.","Òra runi trapiárrca'be, riaanà' nachui'.","Cuando trapean, se pone resbaloso."
da7na,rida'na',-d.a7na,EJG;JLC;ND;VP,vA:i,A,NO,746,"To be touched, to be palpated.","Tocarse, tentarse, palparse.",change of state,,,ri-d.a7na,gi-da!7na (),bi-d.a7na,,,,,,3,0,,,,
daabi,ridaabi',-d.aabi,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,747,"To be rubbed, to be massaged.","Sobarse, masajearse.",actions,,,ri-d.aabi,gi-d.a!abi; ~ gi-d.a!7bi,bi-d.aabi,,,,,,3,6,Cadáabi'.,Se le está dando masaje.,Má bidaabi' deche Julia.,Ya le sobaron la espalda a Julia.
daagu,ridaagu',-d.aagu,EJG;JLC;RLC;VP,vA:i,A,NO,748,"To close up, to become covered up or obstructed. By extension, to faint, to lose consciousness.","Cerrarse, taparse. Por extensión, privarse, desmayarse, perder el conocimiento.",actions,,EJG;JLC,ri-d.aagu,gi-d.a!agu (),bi-d.aagu,,,za-d.aagu,,,4,6,Bidaagu'.,Se desmayó.,Bidaagu'.,Se cerró (ej. la puerta).
daaguyoo,ridaagu'yoo,-d.aagu=yoo,EJG;RLC,vA:i,A,NO,749,"To hunker down at home as a way to isolate oneself willingly. By extension, to be imprisoned.","Encerrarse en casa por voluntad propia. Por extensión, estar preso.",states,,,ri-d.aagu=yoo,gi-da!agu=yoo,bi-d.aagu=yoo,,,,,,3,1,Bidaagu' yoobe ndaani' yoo xtubìbe.,Se encerró ella solita en su casa.,,
daanye,ridaañè',-d.aanye*,EJG;JLC;ND;VP,vA:i,A,NO,750,"To be dug, to be excavated.","Escarbarse, cavarse.",change of state,,EJG;JLC,ri-d.aanye*,gi-d.aa*nye* (I),bi-d.aanye*,,,,,,3,2,Guidaàñè' layu.,Que escarben la tierra.,Ra bidaañè.,Donde está escarbado (ej. una barranca).
daapa,ridaapà',-d.aapa*,EJG;JLC;ND;VP,vA:i,A,NO,751,"To slap. By association with the hand action, loom weaving or palm weaving.","Dar manazos, abofetear. Por asociación con la acción de la mano, tejer en telar o tejer con palma.",actions,,,ri-d.aapa*,gi-d.aa*pa* (I),bi-d.aapa*,,,,,,3,1,Dxi raca bini ridaapa' guela lu stalè layu.,En la temporada de siembras muchos terrenos se cubren de milpa.,,
daapabinni,ridaapà' binnì,-d.aapa* # binni*,EJG;RLC,vA:i,A,NO,752,To fill up with people.,Llenarse de gente.,change of state,,RLC,ri-d.aapa* # binni*,gi-d.aa*pa* # binni*,bi-d.aapa* # binni*,,,,,,3,3,Ridaapà' binnì ndaani' càrru.,Se llena de gente el carro.,Ridaapà' de binnì ndaani' càrru.,Se llena de gente el carro.
daapazinya,ridaapà' ziña,-d.aapa* # zinya,JLC;ND;RLC,vA:i,A,NO,753,To weave palm leaves to build a thatch roof.,"Tejer palma, ej. para enramadas, para techo de casa.",processes,,,ri-d.aapa* # zinya,gi-d.aa*pa* # zinya,bi-d.aapa* # zinya,,,,,,3,3,Má cadaàpà' ziña ique lidxibe.,Ya están tejiendo la palma en el techo de su casa.,Qué ridaapà'dí' ziña.,No se teje la palma.
daaparwaa,ridaapà'ruaa,-d.aapa*=rwaa,JLC;ND,vA:i,A,NO,754,"To be slapped, to be smacked.","Ser abofeteado, ser cacheteado.",change of state,,,ri-d.aapa*=rwaa,gi-d.aa*pa*=rwaa,bi-d.aapa*=rwaa,,,,,,3,2,Bidaapá' ruaá'.,Me cachetearon.,Bidaapà' ruaa Fán.,Cachetearon a Juan.
daapayu,ridaapà'yu,-d.aapa*=yu,EJG;JLC;ND;RLC,vA:i,A,NO,755,To undergo a spiritual cleansing.,"Santiguarse, curarse de espanto, hacerse una limpia.",spirituality,,EJG;RGL;RLC,ri-d.aapa*=yu,gi-d.aa*pa*=yu,bi-d.aapa*=yu,,,,,,3,2,(Gu)idaàpà'yu.,Que se santigüe.,Zaà (gu)idaàpà'yube.,Que lo santiguen.
dalle,ridalè,-d.alle*,EJG;JLC;ND;RLC;VP,vA:i,A,NO,756,"To reproduce, to multiply, to increase in number or quantity.","Reproducirse, multiplicarse, aumentar en número o cantidad.",change of state,,,ri-d.alle*,gi-d.a*lle* (I),bi-d.alle*,,,,,,3,4,Bidalè binnì.,Se amontonó la gente.,Má chídalènu.,Ya vamos a ser varios.
dapi,ridapì,-d.api*,EJG;JLC;ND;RLC;VP,vA:i,A,NO,757,"To carry or haul, in reference to liquids or grain.","Acarrearse, dicho sobre todo de líquidos o granos.",travel and transportation,,,ri-d.api*,gi-d.a*pi*,bi-d.api*,,,,,,3,5,Rí tapìcabe nisa (g)irà' dxi.,Van a acarrear el agua todos los días.,Ritapì nisa (gu)irà' dxi.,Acarrean el agua todos los días.
deegu,rideegu',-d.eegu,JLC;RGL;RLC,vA:i,A,NO,758,"To be closed up, to become covered up or obstructed. By extension, to faint, to lose consciousness.","Cerrarse, taparse. Por extensión, privarse, desmayarse, perder el conocimiento.",change of state,,,ri-d.eegu,gi-d.e!egu (),bi-d.eegu,,,,,,3,1,Rideegu' xtubì.,Se cierra solo.,,
diiba,ridiiba',-d.iiba,EJG;JLC;ND;VP,vA:i,A,NO,759,"To sew, to stitch, to embroider, to suture.","Coserse, costurarse, bordarse, suturarse.",change of state,,,ri-d.iiba,gi-d.i!iba (),bi-d.iiba,,,,,,3,2,Bidiiba'ni.,Se costuró.,Ni bidiiba'.,Lo que está cosido.
diinye,ridiiñe',-d.iinye,EJG;JLC;ND;VP,vA:i,A,NO,760,"To be lent, to be borrowed.",Prestarse.,change of state,,EJG;RLC,ri-d.iinye,gi-d.i!inye (),bi-d.iinye,,,,,,3,2,Bidiiñe' buèltu.,Se pidió dinero prestado.,Zaà guidíiñeni.,Que lo pida prestado.
diinye-2,ridiiñè',-d.iinye*,EJG;JLC;ND;VP,vA:i,A,NO,761,For someone to be hit.,Pegársele.,change of state,*-inVk,,ri-d.iinye*,gi-d.ii*nye* (I),bi-d.iinye*,,,,,,3,0,,,,
diinyebyaani,ridiiñè' biaani',-d.iinye* # b.y.aani,RLC,vA:i,A,NO,762,For lightning to hit.,Relampaguear (lit. pegar relámpagos).,phenomena,,,ri-d.iinye* # b.y.aani,gi^-di*nye* # b.y.aani; ~ k.i*nye* # b.y.aani,bi-diinye* # b.y.aani; ~ gu-d.inye* # b.y.aani,ka-dii*nye* # b.y.aani,,,,,4,3,Neegue' gudiñè xtalè biaani'.,Ayer cayeron muchos relámpagos.,Zaà cadìñè biaani'.,Deja que esté relampaguendo.
diinyentaa,ridiiñè'ntaa,-d.iinye*=ntaa,JLC;RLC,vA:i,A,NO,763,To come crashing down.,Caer de golpe.,motion,,,ri-d.inye*=nta^a,gi-d.ii*nye*=nta^a,bi-d.iinye*=nta^a,,,,,,3,3,Bidiiñè'ntaa yaga.,Se tumbó el árbol.,Zaà guidiìñè'ntaa yaga.,Que se tumbe el árbol.
diinyeyu,ridiiñè'yu,-d.iinye*=yu,RLC,vA:i,A,NO,764,To reject with disdain.,Rechazar con desprecio.,manner,,EJG;JLC;RLC,ri-diinye* yu,gi-d.ii*nye*=yu,bi-diinye*=yu,,,,,,3,1,Má bidiiñè'yuni.,Ya se rechazó.,,
du7ba,ridu'ba',-d.u7ba,EJG;JLC;ND;VP,vA~B:i,A~B,NO,765,"To be pulled, to be carried in, to be sucked in. By extension, to be smoked, in the sense of a cigar or cigarette being smoked.","Jalarse, acarrearse, chuparse. Por extensión, fumarse.",change of state,,,ri-d.u7ba,gi-d.u!7ba,gu-d.u7ba; ~ bi-d.u7ba,ka-d.u!7ba,,za-d.u7ba,,,5,6,"Dxique ndaani' Guidxiguie', bidu'ba' gueza nucha' guie' xhuuba'.","Hace tiempo, en Juchitán se fumaba tabaco revuelto con guie' xhuuba (B. purpusii, B. huanita)",Má bidu'ba' nisa gacanè nisiaaba'.,Ya se acarreó el agua que servirá para preparar el atole.
du7bayu,ridu'ba'yu,-d.u7ba=yu,EJG;RLC;VP,vA:i,A,NO,766,To be dragged on the floor.,Arrastrarse por el piso.,change of state,,,ri-d.u7ba=yu,gi-d.u!7ba=yu,bi-d.u7ba=yu,,,,,,3,4,Bidu'ba'yu mexá' de ra puerrtá'.,Jalaron la mesa hasta la puerta.,Guidú'ba'yu mexá'.,Que se arrastre la mesa.
duunye,riduuñe',-d.uunye,EJG;JLC;RLC;VP,vA:i,A,NO,767,"To be tied, to be roped, to be lassoed.","Lazarse, ser enlazado, amarrarse, ser amarrado.",manner,,,ri-d.uunye,gi-d.u!unye,bi-d.uunye,,,,,,3,1,Riduuñe' yùzè.,Se laza el toro.,,
duunye-2,riduuñè',-d.uunye*,EJG;JLC;ND;VP,vA:i,A,NO,768,To be scratched.,"Rascarse, rasguñarse.",change of state,,RLC,ri-d.uunye*,gi-d.uu*nye*,bi-d.uunye*,,,,,,3,2,Biduuñè' Mariá.,Se rascó María.,Riduuñè'be.,Es rascada.
dye,ridie,-d.ye,JLC,vA:i,A,NO,769,"To tighten up, to become tight.",Apretarse.,change of state,,,ri-d.ye,gi-d.ye! (),bi-d.ye,,,,,,3,2,Bidie Fàna nuchí'.,Anoche abrazaron a Juana.,Zaà guidié.,Que la abracen.
da,ridà,-da*,EJG;JLC;ND;VP,vA:i,A,NO,770,"Spring up, flow, in reference to a liquid.","Manar, brotar, dicho de un líquido.",change of state,,,ri-da*,gi-da* (I),bi-da*,ka-da*,,,,,4,5,Cadànisa.,Está emanando el agua.,Cadànisa ruaabe.,Se le está haciendo agua la boca.
daa,ridaa,-daa,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,771,"To be filled up, in reference to a liquid in a container. By extension, to fill up with pus, for a wound to become infected.","Llenarse de líquido, ej. un recipiente, una olla. Por extensión, llenarse de pus, infectarse, dicho de una herida.",change of state,,EJG;JLC;RLC,ri-daa,gi-da!a (),bi-daa,ka-da!a,,,,,4,6,Bidaabì' guiichì' .,Se enterró una espina.,Bidaa ra bidaabi' guiichì' ñee Mìngu.,A Mingo se le infectó la parte del pie donde se le clavó una espina.
daabindaanilaya,ridaa bi ndaani' laya,-daa # bi ndaani laya,RLC,vA:i,A,NO,772,For teeth to be set on edge.,Destemplarse los dientes.,change of state,,,,,,,,,,,0,1,Bidaa bi ndaani' laya.,Le entró aire en el diente (se le destempló).,,
daadyaga,ridaa diaga,-daa # dyaga,EJG;RLC;VC,vA:i,A,NO,773,To receive advice (lit. for the ear to be filled up).,Ser aconsejado (lit. llenarse el oído).,communication,,,ri-daa # dyaga,gi-da!a # dyaga,bi-daa # dyaga,,,,,,3,3,Bidaaca' diaga Fán.,Le aconsejaron.,Bidaacàni diaga.,Le aconsejaron.
daanyee,ridaa ñee,-daa # nyee,RLC,vA:i,A,NO,774,"Infection of a toenail from a blow. This condition is associated with heat. To treat it, the foot is soaked in hot water with salt and three or four flowers of the species Nerium oleander.","Infectarse la uña del pie por un golpe. Esta afección se considera caliente. Para aliviarla, se suele remojar el pie en agua caliente con sal y tres o cuatro flores de rosa clavel (Nerium oleander).",wellness,,,,,,,,,,,0,2,Cadáa ñeebe.,Se le está infectando el pie.,Qué nidáadí' ñeebe.,No se le infectó el pie.
daazha7na,ridaa xa'na',-daa # zha7na,EJG;RLC,vA:i,A,NO,775,To receive a threat.,Ser amenazado.,actions,,,ri-daa # zha7na,gi-da!a # zha7na,bi-daa # zha^7na,,,,,,3,0,,,,
daazhii,ridaa xii,-daa # zhii,EJG;VC,vA:i,A,NO,776,To receive advice to the point of saturation (lit. for the nose to be filled up).,Ser aconsejado hasta la saciedad (lit. llenarse la nariz).,change of state,,,ri-d.aa # zhii,,,,,,,,1,1,Qué nidáadí' xii xiiñi'be.,A su hijo no le aconsejaron hasta hartarlo.,,
daabi-2,ridaabì',-daabi*,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,777,"To become lodged or stuck, as in the case of a splinter or a thorn under the skin.","Enterrarse, encajarse, clavarse, sumirse (ej. una espina).",change of state,,,ri-daabi*,gi-daa*bi*,bi-daabi*,,,,,,3,4,Bidaabì' guiichì' ñee.,Se espinó el pie.,Bidaabì' guiichì' ñee Fán.,Se le espinó el pie a Juan.
daadxi,ridaadxi',-daadxi,JLC,vA:i,A,NO,778,"To become flattened, to become dented.","Achatarse, aplastarse, abollarse.",change of state,,,ri-daadxi,gi-da!adxi (),bi-daadxi,,,,,,3,1,Bitaadxi'.,Se aplastó.,,
dachi,ridachì,-dachi*,EJG;JLC;ND;VP,vA:i vers,A,NO,779,To be emptied out.,Vaciarse.,change of state,,EJG;JLC;RGL;RLC,ri-dachi*,gi-da*chi*,bi-dachi*,,,,,,3,4,Má bidachìcabe.,Ya se vació (de gente).,Má nadachì nuaá'.,Ya me alivié. (lit. ya estoy vacía)
dallexpidxichi,ridalèxpidxichi,-dalle*=x-pi-dxichi,JLC;RLC,vA:i,A,NO,780,"For money to become plentiful. By extension, to become rich.","Hacerse abundante el dinero. Por extensión, enriquecerse.",subsistence,,,ri-dalle*=x-pi-dxichi,gi-da*lle*=x-pi-dxichi,bi-dalle*=x-pi-dxichi,,,,,,3,3,Bidalè bidxichi xtì' Fán.,El dinero de Juan se multiplicó.,Bidalé bidxichi xtinné'.,Creció mi dinero.
dapa,ridapa,-dapa,JLC,vA:i vers,A,NO,781,To be in quarters or in a set of four.,Hacerse en cuatro.,states,,,ri-dapa,gi-da!pa,bi-da!pa,,,,,,3,6,Guidapá'.,Los cuatro.,Guidapá'.,Los cuatro.
de,ride,-de,EJG;RLC,vA:i vers,A,NO,782,"To turn into dust or ashes, to be pulverized.","Hacerse polvo o ceniza, pulverizarse.",change of state,,,ri-de,gi-de!,bi-de,ka-de!,,za-de,,,5,2,Má bide suquiì.,Ya se hizo ceniza en el horno.,Zaà guidé suquiì.,Que se haga cenizas (la leña en el interior d)el horno.
deendela7dxi,rideende'la'dxi',-deende=la7dxi,EJG;RGL,vA:i,A,NO,783,To be attentive.,"Ocuparse, preocuparse.",states,,,rideende la7dxi,,bi-deende la7dxi,,,,,,2,1,Quí rideende'la'dxi'dí'be.,"No se preocupa (es irresponsable, dejado, abandonado de sí mismo).",,
di7di,ridi'di',-di7di,EJG;JLC;ND;RGL;VP,vC:i,C,NO,784,"To pass through, to pass by, to overtake.","Rebasar, atravesar, pasar.",actions,,,ri-di7di,t.idi!7,gu-di7di,,,,,,3,6,Gudi'di'be de nuù xpiaani'.,Se pasó de listo.,Gudi'di'be lu.,Le rebasó.
di7dixkaapalu,ridi'di' xcaàpà' lu,-di7di x.kaa*pa* lu,EJG;RLC,vC:i,C,NO,785,For the eyes or vision to become bleary.,Hacerse nublada la vista.,actions,,,ri-di7di x.kaa*pa* lu,t.idi!7 x.kaa*pa* lu,gu-di7di x.kaa*pa* lu,,,,,,3,1,(G)udi'di' xcaàpà' lu Fán (g)udi'di' Fàna lu.,Como tiene cataratas (lit. capa en el ojo) Juan no vio a Juana.,,
di7dibi,ridi'di'bi,-di7di=bi,EJG;VC,vC:i,C,NO,786,"To faint, especially due to hunger.","Desfallecer, sobre todo por hambre.",wellness,,,ri-di7di=bi,,gu-di7di=bi,,,,,,2,2,Qué nidí'di'bidí' laabe.,No desfalleció.,Ridi'di'bi ba'du' huiini'.,Se muere de hambre el niño.
di7didxi,ridi'di'dxi,-di7di=dxi,EJG;RLC,vC:i,C,NO,787,For a due date to pass.,"Pasarse el día, llegar la fecha límite, vencerse el plazo.",time,,,ri-di7di=dxi,t.idi!7=dxi,gu-di7di=dxi,,,,,,3,4,Má (g)udi'di' dxi.,Se le venció el plazo. (lit. ya pasó el día),Má (g)udi'di' dxi xtì'be.,Se le pasó el día.
di7didxi-2,ridi'di'dxì,-di7di=dxi*,EJG;RLC,vC:i,C,NO,788,"To pass by quietly, without causing a stir.","Pasar tranquilamente, sin causar conmoción.",states,,,ri-di7di=dxi*,t.idi!7=dxi*,gu-di7di=dxi*,,,,,,3,2,Gudi'di'dxì.,Pasa tranquilamente (ej. sin causar pleito).,Gudi'di'dxìbe.,Pasó tranquilo (sin causar pleito).
di7dilaaga,ridi'di'laaga',-di7di=laaga,EJG;JLC;RGL;RLC;VP,vC:i,C,NO,789,"To cross, to go across, to lie across.","Atravesarse, cruzarse.",motion,,,ri-di7di=laaga,t.idi!7=laaga; ~ didi!7 laaga,gu-di7di=laaga,,,,,,3,6,Biaba ti yaga didí'laaga' lu carretèra.,Se cayó un palo y atravesó (bloqueó) la carretera.,Cana di'di'laaga'be lu neza.,Anda cruzando la calle.
di7dilu,ridi'di'lu,-di7di=lu,EJG;JLC;ND,vC:t,C,NO,790,To take a quick glance at.,Echarle un vistazo.,perception,-di7di,,ri-di7di=lu,t.idi!7=lu,gu-di7di=lu,,,,,,3,2,Gudi'di'lu Fán ba'du'.,Juan le hizo mal de ojo al niño.,Ridi'di'lu Fán ba'du'.,Juan les hace mal de ojo a los niños.
di7dina7,ridi'di'nà',-di7di=na*7,EJG;ND;RLC,vC:i,C,NO,791,To go overboard on something.,"Pasársele la mano, excederse.",actions,,,ri-di7di=na*7,t.idi!7=na*7,gu-di7di=na*7,,,,,,3,3,(G)udi'di'nà'be.,Se excedió.,(G)udi'di'nà'be de zidi.,Se pasó de sal (en la comida).
di7dindaani,ridi'di'ndaani',-di7di=ndaani,EJG,vC:i,C,NO,792,To have diarrhea.,"Tener diarrea, soltarse el estómago.",wellness,,,ri-di7di=ndaani,t.idi!7=ndaani,gu-di7di=ndaani,,,,,,3,1,Gudi'di' ndaani' ba'du'.,Tuvo diarrea el niño.,,
di7disu,ridi'di'su,-di7di=su,EJG,vC:i,C,NO,793,To go too far.,"Pasarse, excederse.",actions,,,ri-di7di=su,t.idi!7=su,,,,,,,2,2,Qué nidí'di' su (dí')be Juán de naguìdxa.,No se pasó de idiota.,Ridi'di'su Juán de naguìdxa.,Juan se pasó de idiota.
di7dixi,ridi'di'xhi,-di7di=xi,RLC,vC:i,C,NO,794,To neglect one's own care.,Descuidarse.,wellness,,,ri-di7di=xi,t.idi!7=xi,gu-di7di=xi,,,,,,3,1,"Mà' (g)udi'di'xhi Fàna, gupà ti ba'du'.",Se descuida Juana por cuidar al niño.,,
di7diya,ridi'di'ya,-di7di=ya,EJG;RLC,vC:i,C,NO,795,For the optimal time for harvest or ripening of a fruit to pass.,Pasarse el momento de maduración de una fruta o de una cosecha.,cultivation,,,ri-di7di=ya,t.idi!7=ya,gu-di7di=ya,,,,,,3,1,Ridi'di'ya cuaana'naxhi.,Pasa la cosecha de las frutas.,,
di7dizhiinyi,ridi'di'xiiñi',-di7di=zhiinyi,EJG;ND;RLC,vC:i,C,NO,796,"To miscarry, to have an abortion.","Abortar un embarazo, ya sea de manera espontánea o inducida.",actions,,VC,ri-di7di=zhiinyi,t.idi!7=zhiinyi,gu-di7di=zhiinyi,,,,,,3,3,Chítidí'xiiñi'be.,Va a abortar.,Gudi'di'xiiñi'be.,Perdió al bebé.
didi,rididì,-didi*,JLC,vA:i vers,A,NO,797,"To poke out, to stick out.","Salirse, sobresalir, extenderse más allá de un límite o de un contenedor.",change of state,,,,gi-di*di*;  ri-didi*;  bi-didi*,,,,,,,1,2,Didìbe.,Adelantado.,Didì Fán lu Pèdru de iza.,Juan le lleva varios años a Pedro
dinde,ridindè,-dinde*,EJG;JLC;RGL;RLC;VP,vC:i,C,NO,798,"To fight. By extension, eclipse, given that it is defined as a battle between the sun and the moon.","Pelearse. Por extensión, eclipse, puesto que se define como una batalla entre el sol y la luna.",states,,RLC,ri-dinde*,t.i*nde* (I),gu-dinde*,ka-di*nde*,,,,,4,6,Cadìndè beeyù' nè (g)ubidxa.,Están peleando la luna y el sol (i.e. en el contexto de un eclipse).,Cadìndè Fán nè Pèdru.,Juan y Pedro están peleando.
dindebeewunegubidxa,ridindè beeù' nè gubidxa,-dinde* beewu* ne* gu-bidxa,RLC,vC:i,C,NO,799,"This phrasal verb describes an eclipse, defined as a battle between the sun and the moon.","Este verbo de frase describe un eclipse, puesto que se define como una batalla entre el sol y la luna.",phenomena,,,,,,,,,,,0,1,Cadìndè beeù' nè (g)ubidxa.,Se pelean la luna y el sol.,,
dindediidxa,ridindèdiidxa',-dinde*=diidxa,RGL;RLC;VP,vC:i,C,NO,800,To fight verbally.,Pelearse con palabras.,communication,,RGL;RLC,ri-dinde*=di^idxa,ti*nde*=di^idxa,gu-dinde*=di^idxa,ka-di*nde*=di^idxa,,,,,4,2,Cadìndèdiidxa'ca.,Se están peleando de palabras.,Cadìndèdiidxa' Fán nè Pèdru.,Juan y Pedro están discutiendo.
