entry_id,headword,pdlma,attribution_entry,analysis_codes_raw,verb_class,irregular,sense_id,definition_en,definition_es,semantic_domain,etymology,attribution_sense,habitual,potential,completive,progressive,perfect,future,counterfactual,andative,documented_tam_count,example_count,example_1,example_1_es,example_2,example_2_es
yaandegyelu,riaandè' (guie) lu,-y.aande* # (gye) lu,EJG;JLC;VP,vA:i,A,NO,2440,For someone's eyes to be bulging or to be opened wide.,"Hacérsele los ojos saltones, abrírsele los ojos, pelársele los ojos.",change of state,,,r.yaande* # lu,g.yaa*nde* # lu (I),b.yaande* # lu,,,,ny.aa*nde*,,4,4,De biaandè' lu Fán.,Se le abrieron los ojos a Juan (de tanta sorpresa).,Quí ñaàndè'dí' lu Fán.,No se le hicieron los ojos grandes a Juan.
yaani,riaani',-y.aani,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2441,"To light up, to become lit, to clear up thereby letting light in.","Alumbrarse, iluminarse, despejarse dejando entrar la luz.",change of state,,EJG;JLC;ND;RLC,r.y.aani,g.y.a!ani (),b.y.aani,ka-y.a!ani,,,n.y.a!ani,,5,6,Cayáani'.,Se está despejando.,Cayáani' guiba'.,Está llegando la claridad al cielo.
yaaniike,riaani' ique,-y.aani # ike,EJG;RLC;VC,vA:i,A,NO,2442,"This phrasal verb has the literal meaning for one's head to be cleared. This is interpreted in two ways: to go bald, and to have clarity of thought.","Este verbo de frase tiene como significado literal despejarse la cabeza. Esto se interpreta de dos maneras: quedarse calvo, y aclararse la mente.",change of state,,,r.y.aani # ike,,,,,,,,1,1,Qué ñáanidí' iquebe.,No se quedó calvo. (lit. no se le despegó la cabeza),,
yaanidxindxi,riaani'dxindxì,-y.aani=dxindxi*,EJG,vA:i,A,NO,2443,"To completely light up, become lit, or clear up.","Alumbrarse, iluminarse o despejarse por completo.",change of state,,RGL;RLC,r.y.aani dxindxi*,,,,,,,,1,2,Qué ñáanidxindxìdí'.,No se alumbró.,Rianidxindxì xtàlè.,Alumbra mucho (el sol).
yaapa,riaapa',-y.aapa,JLC;ND;VP,vA:i,A,NO,2444,"To be cared for, to be looked after, to be protected, to be guarded.","Cuidarse, resguardarse, custodiarse.",wellness,,,r.y.aapa,g.y.a!apa (),b.y.aapa,,,,,,3,5,Biaapa'.,Se cuidó.,Cayáapa Mariá gupà xiiñi'.,Están cuidando a María (porque acaba de tener a su hijo).
yaapabyaani,riaapa' biaani',-y.aapa # b.y.aani,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2445,"This phrasal verb refers to activities related to a wake, in particular, guarding lighted candles during the nights of the ninth day and fortieth day after the passing of a loved one.","Este verbo de frase se refiere a las actividades en torno a un velorio, con énfasis en cuidar las velas encendidas durante las noches de los nueve días y de los cuarenta días posteriores al fallecimiento.",cultural practices,,,r.y.aapa # b.y.aani,,b.y.aapa ge7tu b.y.aani,,,,,,2,5,Neegue' biaapa' biaani'.,Ayer fue el velorio.,Neegue' quí ñáapadí' biaani'.,Ayer no fue el velorio.
yaapabenda,riaapa' benda,-y.aapa # benda,EJG;ND;VC,vA:i,A,NO,2446,"This phrasal verb refers to the communal activity that takes place during Lent and consists of guarding the dried or fried fish that will be offered in a meal after mass, so that no animal comes near them.","Este verbo de frase se refiere a la actividad comunitaria que se lleva a cabo durante la Cuaresma y consiste en cuidar los pescados secos o fritos que se van a ofrecer para comer después de la misa, para que no se los coma ningún animal.",cultural practices,,,r.y.aapa benda,,,,,,,,1,1,Qué ñáapadí'cabe benda.,No cuidaron los pescados.,,
yaapabere,riaapa' bere,-y.aapa # bere,RLC,vA:i,A,NO,2447,"This phrasal verb refers to the communal activity involving contribution, processing and cooking of chickens in the context of weddings. It involves each guest bringing a chicken to the wedding site on Saturday morning. All the chickens are slaughtered and hung on a rope next to the head of the bull that was also slaughtered. On Saturday night the chickens are prepared in mole sauce, which is then served on Sunday morning.","Este verbo de frase se refiere a la actividad comunitaria de contribución, procesamiento y cocción de pollos que se lleva a cabo en torno a las bodas. Consiste en que cada invitado traiga un pollo el sábado por la mañana al lugar donde se celebrará la boda. Todos los pollos se sacrifican y se cuelgan en una pita junto a la cabeza del ganado que también se sacrificó. El sábado por la noche se preparan los pollos en mole, el cual se sirve el domingo por la mañana.",cultural practices,,,,,,,,,,,0,2,Neegue' biaapa' bere.,Ayer se fue a dejar y procesar el pollo.,Neegue' quí ñápadí' bere.,Ayer no tuvo pollo.
yaapawagu,riaapa' huagu,-y.aapa wagu,EJG;VC,vA:i,A,NO,2448,"This phrasal verb refers to the communal activity that consists of guarding the foods that will be offered during a wedding, so that no animal comes near them.","Este verbo de frase se refiere a la actividad comunitaria que consiste en cuidar los alimentos que se van a ofrecer en una boda, para que no se los coma ningún animal.",cultural practices,,JLC;RLC,r.y.aapa wagu,,,,,,,,1,0,,,,
yaapawii,riaapa'huiì,-y.aapa=wii*,EJG;JLC;ND;VC,vA:i,A,NO,2449,This phrasal verb refers to the care that is offered to someone who is nearing death.,Este verbo de frase se refiere a los cuidados que se le otorgan a un moribundo.,cultural practices,,,r.y.aapa wii*,g.y.a!apa wii*,b.y.aapa wii*,,,,,,3,1,Riaapa' huiì xpiaani' Fán.,Se velan el incienso de Juan (quien ha fallecido).,,
yaapawiini,riaapa'huiini',-y.aapa=wiini,RLC,vA:i,A,NO,2450,This phrasal verb refers to the care that is offered to someone who is nearing death.,Este verbo de frase se refiere a los cuidados que se le otorgan a un moribundo.,cultural practices,,,,,b.y.aapa=wiini,,,,,,1,2,Biaapa' huiini' Fán.,Se veló a Juan (que estaba a punto de morir).,Quí ñáapahuiini'dí' Fán.,No se visitó a Juan (que estaba a punto de morir).
yaaxa,riaaxhà',-y.aaxa*,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2451,"To be pulled out, to be torn off.","Arrancarse, zafarse.",change of state,,VC,r.yaaxa*,g.yaa*xa*,b.y.aaxa*,ka-yaa^xa*,,,,,4,6,Biaaxhà'ca' (bia'sì).,Se arrancaron (igual/juntos).,Biaaxhà' de xcu bizaa; Biaaxhà' bizaa de xcu.,Arrancaron el frijol desde la raiz.
yaaxayanni1,riaaxhà' yanni,-y.aaxa* # yanni,JLC;RLC,vA:i,A,NO,2452,To break one's neck.,Desnucarse.,wellness,,,,,,,,,,,0,1,Quí ñaàxhà'dí' yanni Fán.,No se desnucó Juan.,,
yaaxayanni2,riaaxhà' yanni,-y.aaxa* # yanni,JLC;RLC,vA:i,A,NO,2453,"To vomit, to throw up.",Vomitar.,wellness,,,r.y.aaxa* # yanni,,b.ya7xa # yanni,,,,,,2,6,Biaaxhà' bupu yanni Arno.,Le salió espuma por la boca a Arno.,Biaaxhà' nisa yanni Fán.,Juan vomitó el agua.
yaaze,riaaze',-y.aaze,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,2454,"To be inserted, as something that pierces or penetrates, submerges in liquid, or is introduced among people so that it may be shared.","Introducirse. Por extensión, encajarse, meterse, o sumergirse, así como introducirse de manera que se reparte.",position,,,r.yaaze; ~ r.y.aazi,g.y.a!aze (); ~ g.ya!azi,b.y.aaze; ~ b.y.aazi,,,,nya!azi,,4,6,Biaazi' benda ndaani' beñe.,El pez se metió en el lodo (ej. para protegerse).,Biaazi' bixugà nà' mixtú'.,Encajó la uña el gato.
yaazegubidxa,riaaze' gubidxa,-y.aaze # gu-bidxa,JLC,vA:i,A,NO,2455,For the sun to set.,Ocultarse el sol.,phenomena,,,,,,,,zi!-yaaze # gu-bidxa,,,1,2,Má biaaze' gubidxa.,Ya se metió el sol.,Quí ñáazedí' gubidxa.,No se ha metido el sol.
yaazi,riaazi',-y.aazi,VC,vA:i,A,NO,2456,"To be introduced. By extension, to be wedged, to get in, to be submerged, or to be introduced among people for sharing.","Introducirse. Por extensión, encajarse, meterse, sumergirse, o introducirse de manera que se reparte.",change of state,,EJG;JLC;RGL;RLC,,,,,,,,,0,1,Biaazi' nagá'nda.,Se repartieron refrescos.,,
yaba,riaba,-y.aba,EJG;JLC;ND;RGL;RLC;VP,vA:i,A,NO,2457,"To fall, to come down.","Caer, caerse.",change of state,,,r.y.aba,g.y.a!ba (),"b.yaba; ~ b.y.aba + ""pcp""",ka-y.a!ba,,z.y.aba,n.y.a!ba,,6,5,Biaba ti xcuidi ndaani' bizè.,Un niño se cayó en el pozo.,Guiza' ziaba guchachiguiiña' guxhiri'ne' yannadxi.,Qué buen provecho me hará el guisado de iguana enchilada que almorzaré hoy.
yabagi,riaba gui,-y.aba # gi,RGL;RLC,vA:i,A,NO,2458,To become inflamed (lit. for fire to come down).,Inflamarse (lit. caer el fuego).,actions,,,r.y.aba # gi,g.y.a^ba # gi (),b.y.aba # gi,,,,,,3,6,Biababe gui.,Se inflamó.,Biabacabe gui.,Se inflamaron.
yabamal,riaba mál,-y.aba # ma!l,RLC,vA:i,A,NO,2459,To be disliked.,Caer mal.,change of state,mal,,,,,,,,,,0,1,Biaba Fán mál.,Juan cayó mal (i.e. no le cayó bien a alguien).,,
yababelu,riababe lu,-y.aba be # lu,EJG;RLC,vA:i,A,NO,2460,To develop cataracts (lit. for mold to come down).,Desarrollarse cataratas en los ojos (lit. caer el moho).,wellness,,,r.yaba be # lu,,b.yaba be # lu,,,,,,2,1,Biaba be lu Fán.,Tiene cataratas Juan.,,
yababe,riababe,-y.aba=be,EJG;RLC,vA:i,A,NO,2461,"To become moldy. By extension, to develop cataracts (lit. for mold to come down).","Enmohecerse. Por extensión, desarrollarse cataratas en los ojos (lit. caer el moho).",wellness,,,,,,,,z.y.aba be,,,1,0,,,,
yababeenda,riababeenda',-y.aba=beenda,JLC;RLC,vA:i,A,NO,2462,For corn and other harvested plants to be stricken by disease.,Caerle una plaga a la milpa y a otras cosechas.,cultivation,,,r.y.aba be7nda,,b.y.aba=beenda,,,,,,2,1,Biaba beenda' lu guela.,Cayó culebra en la milpa.,,
yababi,riababi,-y.aba=bi,EJG,vA:i,A,NO,2463,For the wind to blow (lit. for the wind to come down).,Soplar el viento (lit. caer el viento).,phenomena,,,,,b.y.aba=bi,ka-ya!ba bi,,z.y.aba bi,,,3,1,Biaba biyooxho'.,Está pegando el (viento del) norte.,,
yababi7xu,riababi'xhu',-y.aba=bi7xu,EJG;RLC,vA:i,A,NO,2464,For plants to be stricken by disease causing atrophy and a grainy or bumpy texture.,Caerle una plaga a las plantas de manera que se atrofian y desarrollan una apariencia granulosa.,cultivation,,EJG;RLC,r.yaba bi7xu,,b.y.aba bi7xu,,,,,,2,1,Biaba bi'xhu' lu bichooxhè.,Le cayó una plaga al tomate.,,
yabageela,riabagueela',-y.aba=geela,JLC,vA:i,A,NO,2465,For night to fall.,"Anochecer, caer la noche.",phenomena,,,,,b.yaba=geela,,,,,,1,1,Biaba gueela'.,Anocheció.,,
yabagupa,riabagupa,-y.aba=gupa,EJG;RLC,vA:i,A,NO,2466,For dew to collect overnight.,Acumularse (lit. caer) el sereno o el rocío.,phenomena,,,ryaba gupa,,,,,z.y.aba gupa,,,2,3,Biaba gupa.,Cayó el sereno.,Biaba gupa lu guixi.,Cayó el sereno/rocío sobre la hierba.
yabakwe7,riabacue',-y.aba=kwe7,EJG;RLC,vA:i,A,NO,2467,To fall sideways.,Caerse de lado.,change of state,,JLC;RGL;RLC,r.yaba kwe7,,b.yaba!7 kwe!7,,,,,,2,1,Biabacue' Fán.,Se cayó de lado Juan.,,
yabalanixpido7,riabalanixpido',-y.aba=la-ni=x.pi-do7,EJG,vA:i,A,NO,2468,"For a birthday or onomastic to be celebrated. Onomastic celebrations are on the day of the Saint after whom a person is named. In fact, this lexeme literally means ""for the day of their saint to fall"".",Celebrarse un cumpleaños o un onomástico (lit. caer el día de su santo).,cultural practices,,,,,,ka-ya!ba la x.pi-do7,,z.y.aba la x.pi-do7,,,2,1,Ziaba lani xpido' gabrièla.,Va a ser el santo de Gabriela.,,
yabana7,riabanà',-y.aba=na*7,EJG;JLC;ND,vA:i,A,NO,2469,"To be excessive with a given action, to go overboard on something (lit. for the hand to come down). By extension, to be punished.","Írsele o pasársele la mano (lit. caer la mano). Por extensión, castigarse.",change of state,,,r.y.aba na*7,,b.yaba na^; b.y.aba na*7; <b.y.aba-na7>,,,z.y.aba na^,,,3,5,Biabanà'be.,Se le castigó.,Biabanà' Fán runi (gue)ndaruaadxe' xtì'.,Se le castigó a Juan por su tontería.
yabananda,riabananda,-y.aba=nanda,EJG,vA:i,A,NO,2470,"For cold weather to set in, to get cold (lit. for cold to come down).","Enfriarse, hacer frío (lit. caer el frío).",change of state,,,,,b.y.aba nanda,ka-ya!ba nanda,,z.y.aba nanda,,,3,1,Biaba nanda (yan)nadxi.,Se puso frío el día.,,
yabanisagye,riabanisaguie,-y.aba=nisa=gye,EJG;VP,vA:i,A,NO,2471,To rain (lit. for rain to come down).,Llover (lit. caer la lluvia).,phenomena,,EJG;RLC,r.yaba nisa!ie,,b.yaba nisa gye,ka-ya!ba nisa gye,,z.yaba nisa gye,,,4,1,Neegue' biaba nisaguie.,Ayer llovió.,,
yabarilu,riabarilu,-y.aba=ri+ lu,EJG,vA:i,A,NO,2472,To fall face-first.,Caerse de boca.,actions,,,r.yaba ri+ lu,,b.yaba ri+ lu,,,,,,2,1,Biaba ri lu Fàna (g)ulaà ruaa.,Se cayó Juana y se quebró la boca.,,
yabasa,riabasa,-y.aba=sa,EJG;JLC;RLC,vA:i,A,NO,2473,To fall backwards.,"Caerse para atrás, irse de espaldas.",actions,,EJG;JLC;RLC,r.yaba sa,,bi-aba sa,,,,,,2,1,Biabasa Fán tàntu cuxìdxì.,Se cayó de espalda Juan de tanto reírse.,,
yabata7,riabata',-y.aba=ta7,EJG,vA:i,A,NO,2474,To fall abruptly.,Caerse bruscamente.,actions,,,r.yaba ntaa,,b.y.aba ta7,,,,,,2,1,Biaba ta' ra cà suca riaba ta' gui'.,"Se dio un porrazo ahí, cayó como si fuera caca.",,
yabataata,riabataata',-y.aba=taata,EJG;RLC,vA:i,A,NO,2475,"To fall down out of carelessness. This is used in reference to someone old enough to pay attention to avoid falling down, not in reference to a young child.","Caerse por descuido, dicho de alguien que ya está en edad de poder poner atención para no caerse, y no de las infancias.",actions,,,r.yaba taata,,b.y.aba taata,,,,,,2,1,Biabataata' Fàna.,Se cayó Juana (por un descuido de persona mayor).,,
yacha,riacha,-y.acha,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2476,"To lose consistency, to become soft, mushy or dispersed, as when corn kernels crack open when cooked, when the tip of the fingers become wrinkled do to water exposure, or when insects become agitated and swarm.","Perder consistencia, reblandecerse, disgregarse, como le ocurre al maíz cuando se cuece, a los dedos cuando pasan tiempo en el agua, cuando se hace un hervidero de insectos, etc.",change of state,,,r.yacha,g.ya!cha,b.yacha,,,z.ya7cha,,,4,6,De riacha ndebe òra gúuyabe nguiiu'.,Se alborota cuando ve hombres.,Má biacha (gu)ichaique.,Ya se le alborotó el cabello.
yachabinni,riacha binnì,-y.acha # binni*,EJG;RLC,vA:i,A,NO,2477,For people to crowd and mill around.,Arremolinarse la gente.,motion,,RLC,r.yacha # binni*,,,,,,,,1,1,Riacha binnì òra nuù ti saa.,Se alborota la gente cuando hay fiesta.,,
yachadxita,riacha dxita,-y.acha # dxita,EJG,vA:i,A,NO,2478,"To become foamy, to thicken up, like beaten eggs.","Espumarse, espesarse, como el huevo batido.",change of state,,,r.yacha # dxita,,,,,,,,1,1,Rusiacha Ròsa dxita.,Rosa bate el huevo.,,
yachabiri,riacha birì,-y.acha bi-ri*,RLC,vA:i,A,NO,2479,For a cooked item to reach the point where it is optimally soft (lit. for ants to swarm).,Cocerse bien un alimento y quedar suave (lit. hacerse un hervidero de hormigas).,change of state,,,,,b.yacha bi-ri*,,,,,,1,1,Má biacha birì bizaa.,Ya se coció el frijol.,,
yachagu7xu,riachagu'xhu',-y.acha=gu7xu,EJG,vA:i,A,NO,2480,For smoke to spread.,Extenderse el humo.,change of state,,RGL,r.yacha gu7xu,,,,,,,,1,1,Òra ruca guicabe guixi riacha gu'xhu'.,Cuando queman pasto seco se expande mucho el humo.,,
yachana7,riachanà',-y.acha=na*7,EJG;RLC,vA:i,A,NO,2481,"For the tips of the fingers to wrinkle up due to prolonged water exposure. By extension, to yield, in relation to a woman's effort to beat eggs to make a bread called marquesote, and whether the beaten eggs will yield enough to make the desired amount of bread.","Arrugarse la piel de los dedos de las manos por estar demasiado expuestos al agua. Por extensión, rendirle la mano, dicho de la labor de una mujer que bate huevos para la elaboración del pan llamado marquesote.",change of state,,,r.yacha na^,,,,,,,,1,2,Òra cueù' gaayu' casuleja marquesòte lá quí riacha dí noù'.,"Si sacas 5 casulejas de marquesote nada más, entonces no rindió tu mano (tu huevo que batiste).",Riacha nà' Ròsa tàntu rigapà gueta.,Se le arrugan las manos a Rosa de tanto tortear tortilla.
yachanisa,riachanisa,-y.acha=nisa,EJG,vA:i,A,NO,2482,For water to sprinkle out of control.,Salpicarse el agua.,change of state,,,r.yacha nisa,,,,,,,,1,1,Riachanisa òra xcuídi cayáze.,Salpica el agua cuando se bañan los niños (ej. en una alberca).,,
yachanyee,riachañee,-y.acha=nyee,EJG,vA:i,A,NO,2483,For the feet to wrinkle up due to prolonged water exposure.,Arrugarse la piel de los pies por estar demasiado expuestos al agua.,change of state,,JLC;RLC,r.yacha nyee,,,,,,,,1,1,Riachañee xcuídi huiini' òra cayáze.,Se les arrugan sus pies a los niñitos cuando se bañan.,,
yachaxo7,riachaxho',-y.acha=xo7,EJG,vA:i,A,NO,2484,For a smell to spread.,Extenderse el olor.,change of state,,,r.yacha xo7,,,,,,,,1,1,Riacha xho' maní' yuudxu'.,Se esparce el olor de los animales.,,
yachayu,riachayu,-y.acha=yu,EJG,vA:i,A,NO,2485,For a cloud of dust or dirt to form.,Hacerse una polvareda.,phenomena,,,r.yacha yu,,,,,,,,1,1,Òra nuù bi riacha yu.,Se levanta la tierra cuando sopla el aire.,,
yachayude,riachayu de,-y.acha=yu de,EJG,vA:i,A,NO,2486,For a cloud of dust or dirt to form.,Hacerse una polvareda.,phenomena,,,r.yacha de,,,,,,,,1,1,Òra nuù bi riacha yude.,Se levanta la tierra cuando sopla el aire.,,
yachazhuba7,riachaxubá',-y.acha=zhuba!7,EJG,vA:i,A,NO,2487,For corn kernels to soften as they are cooked.,Reblandecerse el maíz al cocerse.,change of state,,,r.yacha zhuba!7,,b.yacha zhuba!7,,,,,,2,1,Má biacha xubá'.,Ya está tierno (i.e. cocido) el maíz.,,
yachazhyaa,riachaxiaà,-y.acha=zhyaa*,EJG,vA:i,A,NO,2488,For the seed or fruit to develop a cotton-like structure and disperse in the wind (by anemochory).,"Esponjarse y dispersarse la semilla o el fruto, dicho de las plantas cuyos frutos (vilanos) están cubiertos de un material algodonoso para que sean transportados por el viento (propagación por anemocoria).",change of state,,RLC,r.yacha zhyaa* byo!ongo,,,,,,,,1,1,Riacha xhiaa bioongo'.,Se esponja el algodón del pochote (Ceiba aesculifolia).,,
yaka,riaca [2],-y.aka,EJG;JLC;ND;RLC;VP,vA:i,A,NO,2489,"To be made, to be manufactured. By extension, to take advantage or make the most of something.","Hacerse, elaborarse, fabricarse. Por extensión, hacerse de algo, aprovechar, aprovecharse.",processes,,RLC,r.y.aka,g.y.a!ka,b.y.aka,,,z.yaka,nya!ka,,5,6,Biaca.,Se elaboró.,Biacabe de biyaàbe.,Aprovechó para bailar (hasta hartarse).
yakalugya7,riaca lu(guià'),-y.aka # lu(-gya*7),EJG;JLC;ND;RLC;VP,vA:i,A,NO,2490,To take advantage or make the most of something.,"Hacerse de algo, aprovechar, aprovecharse.",behavior,,RLC,r.y.aka,g.y.a!ka,b.y.aka,,,z.yaka,nya!ka,,5,3,Biaca Chècha lu(guia') cuaana'naxhi beeda'nè Cha.,Chècha se aprovechó de la fruta que trajo Cha.,Cayáca tà Byé luguià' ti xandié naxiñà' rini.,El señor Bie se está satisfaciendo con una sandía roja como la sangre.
yakadxe7,riacadxe',-y.aka=dxe7,EJG;JLC;RLC,vA:i,A,NO,2491,"To overdo it, to go overboard on something.","Hacer algo de manera exagerada, excederse. Clavarse (en la jerga mexicana).",manner,,EJG;JLC;ND;RLC,r.yaka=dxe7,,b.yaka=dxe7,,,,,,2,2,Biacadxe' ba'du'.,Exageró el bebé (de tanto llorar).,Biacadxe' Fán ra lidxi Pèdru.,Abusó Juan en casa de Pedro.
yakadxita,riacadxita,-y.aka=dxita,JLC;VC;VP,vA:i,A,NO,2492,To become bone thin.,Adelgazar hasta los huesos.,wellness,,,r.y.aka=dxita,,b.y.aka=dxita,,,,,,2,2,Nabé riacadxita Fán.,Está muy delgado Juan.,Qué riacadxitadí' Fán.,No está muy delgado Juan.
yalle7,rialé',-y.alle!7,EJG;ND;RLC;VP,vA:i,A,NO,2493,"To open up, to become open.",Abrirse.,change of state,,,r.y.alle*; ~ r.y.alle!7; ~ r.yelle!7,g.yelle!7,b.yalle*; ~ b.yalle!7; ~ b.yelle!7,ka^yalle!7,,z.y.alle!7,,,5,1,Cayale; Cayele'.,Está floreando.,,
yalle,rialè,-y.alle*,JLC;ND;RLC,vA:i,A,NO,2494,"To originate, for an idea or an intention to come from within oneself.","Nacerle, ej. una idea, una consideración.",cognition,,JLC;RLC,r.y.alle*,g.y.a*lle* (I),b.y.alle*,,,,,,3,2,Bialèni de laabe.,Nació de ella.,"Pà rialè gùstu lii, gusúga'du' lá, gusúga'de'.","Si a ti te nace regalar, regala."
yallesee,rialèsee,-y.alle*=see,JLC;VC,vA:i,A,NO,2495,To be born premature.,"Nacer prematuro, nacer antes de tiempo.",wellness,,,r.y.alle*=see,,,,,,,,1,2,Rialèseecabe òra raca xu.,Nacen prematuros (los niños) cuando hay temblor.,Rialèsee; Gulèsee.,Nació prematuro.
yanda1,rianda,-y.anda,EJG;JLC;VP,vA:i,A,NO,2496,To cool down.,Enfriarse.,change of state,,JLC;RLC,r.y.anda,g.ya!nda (),b.yanda,,,,,,3,5,Biandabe.,Sanó.,De nanda; Nananda.,Siente el frío; Le sube el frio.
yanda2,rianda,-y.anda,EJG;JLC;RLC;VP,vA:i,A,NO,2497,"To heal, to recover from an illness, to become healthy again.","Sanar, curarse, mejorarse.",wellness,,,r.y.anda,g.ya!nda (),b.yanda,,,,,,3,5,Biandabe.,Sanó.,De nanda; Nananda.,Siente el frío; Le sube el frio.
yasa,riasa,-y.asa,EJG;JLC;ND;RGL;VP,vA:i,A,NO,2498,"To get up, to stand up.",Levantarse.,change of state,,JLC;RLC,r.y.asa,g.y.a!sa (),b.y.asa,,,,,,3,5,Biasa.,Levántate.,Biasanèbeni.,Se levantó por algo (que le sobresaltó).
yasalubakaanda,riasa lu bacaanda',-y.asa # lu ba-kaanda,JLC,vA:i,A,NO,2499,To sleepwalk (lit. to get up during sleep).,Ser sonámbulo (lit. levantarse durante el sueño).,states,,,r.y.asa # lu+ ba-kaanda,,,,,,,,1,2,Lu bacaanda' xtì Fán biasa.,Juan camina dormido,Riasa Fán lu bacaanda'.,Juan es sonámbulo (lit. se levanta dormido).
yasandi7,riasandì',-y.asa=ndi*7,EJG;RLC;VP,vA:i,A,NO,2500,To get up suddenly or abruptly.,"Levantarse de repente, súbitamente.",change of state,,JLC;RGL,r.yasa=ndi*7,g.ya!sa=ndi*7,b.yasa=ndi*7,,,,,,3,2,Biasa ndì' Ròsa púrr ti ridxi.,Rosa se despertó de repente por un ruido.,Qué ñásandì'dí' Rosa.,Rosa no se levantó de súbito.
yasasu,riasasu,-y.asa=su,EJG;RLC,vA:i,A,NO,2501,To get up suddenly or abruptly.,"Levantarse de repente, súbitamente.",change of state,,,r.y.asa=su,,b.y.asa=su,,,,n.ya!sa=su,,3,2,"Biasasu Rosa, bidxibi.",Se despertó Rosa de repente porque se asustó.,Qué ñásasudí' Ròsa.,Rosa no se levantó de súbito.
yasati,riasati,-y.asa=ti,EJG;VC,vA:i,A,NO,2502,"To originate, to begin.","Originar, empezar.",change of state,,,,,b.yasa=ti,,,,,,1,0,,,,
yasaxkaanda,riasaxcaanda',-y.asa=x.kaanda,EJG;JLC;RLC;VP,vA:i,A,NO,2503,To sleepwalk (lit. to get up during sleep).,Ser sonámbulo (lit. levantarse durante el sueño).,cognition,,,r.y.asa=x.kaanda,g.y.a!sa=x.kaanda (),b.y.asa=x.kaanda,,,,,,3,3,Riasacaanda'be.,Se levanta y habla en la noche.,Riasaxcaanda'be.,Camina dormido.
