record_id,headword_raw_2007,headword_unicode_compat,surface_2013_reconciled,primary_surface_2013_reconciled,variants_2013_reconciled_json,record_type,parent_headword_2013_reconciled,grammatical_label_raw,tone_annotation_raw,gloss_es,entry_line_raw_2007,continuation_raw_2007,printed_page,pdf_page_2007,column,source_section,source_id,source_edition_extracted,target_edition,reconciliation_status,dialect_scope,extraction_status
PICKETT-ZE-1778,rizá niru,rizá niru,rizá niru,rizá niru,"[""rizá niru""]",SUBENTRY,rizá,,,caminar adelante,rizá niru [b-a] caminar adelante,,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1779,rizá nisa,rizá nisa,rizá nisa,rizá nisa,"[""rizá nisa""]",SUBENTRY,rizá,,,enjuagarse,rizá nisa enjuagarse,,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1780,rizá,rizá,rizá,rizá,"[""rizá""]",ENTRY,,,[b.a],ir a pasear,rizá [b.a] ir a pasear,,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1781,rizaa,rizaa,rizaa,rizaa,"[""rizaa""]",ENTRY,,,,"completarse, cumplirse","rizaa completarse, cumplirse",,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1782,rizaa la’dxi’,rizaa la’dxi’,rizaa laꞌdxiꞌ,rizaa laꞌdxiꞌ,"[""rizaa laꞌdxiꞌ""]",SUBENTRY,rizaa,,,"preocuparse, hacer caso","rizaa la’dxi’ preocuparse, hacer caso",,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1783,rizaabi,rizaabi,rizaabi,rizaabi,"[""rizaabi""]",ENTRY,,,[b.b.a],"gustar, agradar","rizaabi [b.b.a] gustar, agradar",,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1784,rizabi la’dxi’,rizabi la’dxi’,rizabi laꞌdxiꞌ,rizabi laꞌdxiꞌ,"[""rizabi laꞌdxiꞌ""]",SUBENTRY,rizaabi,,,desear,rizabi la’dxi’ desear,,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1785,rizaca,rizaca,rizaca,rizaca,"[""rizaca""]",ENTRY,,,,"felicitar, congratular; dar la bienvenida; condolerse","rizaca felicitar, congratular; dar la",bienvenida; condolerse,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1786,rizaaca lú,rizaaca lú,rizaaca lú,rizaaca lú,"[""rizaaca lú""]",ENTRY,,,[b-al],"le acontece, le sucede","rizaaca lú [b-al] le acontece, le sucede",,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1787,rizee,rizee,rizee,rizee,"[""rizee""]",ENTRY,,(v-intr),,regar,rizee (v-intr) regar,,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1788,rizee lú,rizee lú,rizee lú,rizee lú,"[""rizee lú""]",SUBENTRY,rizee,,,adornar el marquesote,rizee lú adornar el marquesote,,33,47,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1789,rizí’,rizí’,rizíꞌ,rizíꞌ,"[""rizíꞌ""]",ENTRY,,,,comprar,rizí’ comprar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1790,rizii la’dxi’,rizii la’dxi’,rizii laꞌdxiꞌ,rizii laꞌdxiꞌ,"[""rizii laꞌdxiꞌ""]",ENTRY,,,,descansar,rizii la’dxi’ descansar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1791,riziaa,riziaa,riziaa,riziaa,"[""riziaa""]",ENTRY,,,,lastimarse,riziaa lastimarse,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1792,riziidi’,riziidi’,riziidiꞌ,riziidiꞌ,"[""riziidiꞌ""]",ENTRY,,,,aprender,riziidi’ aprender,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1793,riziñe,riziñe,riziñe,riziñe,"[""riziñe""]",ENTRY,,,,"molestar, estorbar","riziñe molestar, estorbar",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1794,rizulú,rizulú,rizulú,rizulú,"[""rizulú""]",ENTRY,,,,suponer,rizulú suponer,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1795,"rizuxibi, ruzuxibi","rizuxibi, ruzuxibi","rizuxibi, ruzuxibi",rizuxibi,"[""rizuxibi"", ""ruzuxibi""]",ENTRY,,,,"hincarse, arrodillarse, postrarse de hinojos","rizuxibi, ruzuxibi hincarse, arrodillarse,",postrarse de hinojos,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1796,ro,ro,ro,ro,"[""ro""]",ENTRY,,,,comer,ro comer,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1797,ro bixidu’,ro bixidu’,ro bixiduꞌ,ro bixiduꞌ,"[""ro bixiduꞌ""]",SUBENTRY,ro,,,besar,ro bixidu’ [b-b.b.al] besar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1798,ro la’na’,ro la’na’,ro laꞌnaꞌ,ro laꞌnaꞌ,"[""ro laꞌnaꞌ""]",SUBENTRY,ro,,,"morder con astucia, solapadamente","ro la’na’ morder con astucia,",solapadamente,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1799,ro xhi,ro xhi,ro xhi,ro xhi,"[""ro xhi""]",SUBENTRY,ro,,,cenar,ro xhi [b-a] cenar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1800,ro yaa,ro yaa,ro yaa,ro yaa,"[""ro yaa""]",SUBENTRY,ro,,,morder,ro yaa morder,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1801,ru,ru,ru,ru,"[""ru""]",ENTRY,,,,tos,ru tos,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1802,rua’,rua’,ruaꞌ,ruaꞌ,"[""ruaꞌ""]",ENTRY,,,,"cargar, llevar","rua’ cargar, llevar",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1803,ruaa,ruaa,ruaa,ruaa,"[""ruaa""]",ENTRY,,,,"boca; orilla, borde","ruaa boca; orilla, borde",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1804,ruaa paapa’,ruaa paapa’,ruaa paapaꞌ,ruaa paapaꞌ,"[""ruaa paapaꞌ""]",SUBENTRY,ruaa,,,tartamudo,ruaa paapa’ tartamudo,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1805,ruba,ruba,ruba,ruba,"[""ruba""]",ENTRY,,,,"tenate, tompiate","ruba tenate, tompiate",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1806,rucá,rucá,rucá,rucá,"[""rucá""]",ENTRY,,,,"detener, detenerse, atascarse","rucá detener, detenerse, atascarse",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1807,rucaa,rucaa,rucaa,rucaa,"[""rucaa""]",ENTRY,,,,"escribir; poner (botón); pegar, fijar","rucaa escribir; poner (botón); pegar, fijar",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1808,rucaa bi,rucaa bi,rucaa bi,rucaa bi,"[""rucaa bi""]",SUBENTRY,rucaa,,,rajar,rucaa bi rajar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1809,rucaa bieque,rucaa bieque,rucaa bieque,rucaa bieque,"[""rucaa bieque""]",SUBENTRY,rucaa,,,torcer,rucaa bieque torcer,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1810,rucaa diaga,rucaa diaga,rucaa diaga,rucaa diaga,"[""rucaa diaga""]",ENTRY,,,,escuchar,rucaa diaga escuchar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1811,"rucaa guela guidi ñee, rucaa zapatu","rucaa guela guidi ñee, rucaa zapatu","rucaa guela guidi ñee, rucaa zapatu",rucaa guela guidi ñee,"[""rucaa guela guidi ñee"", ""rucaa zapatu""]",ENTRY,,,,,"rucaa guela guidi ñee, rucaa zapatu",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1812,ñee,ñee,ñee,ñee,"[""ñee""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,ponerse (ponerle) los huaraches o zapatos,ñee ponerse (ponerle) los huaraches o,zapatos,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1813,rucaa gui,rucaa gui,rucaa gui,rucaa gui,"[""rucaa gui""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,"encender, hacer arder","rucaa gui encender, hacer arder",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1814,rucaa gui’chi’,rucaa gui’chi’,rucaa guiꞌchiꞌ,rucaa guiꞌchiꞌ,"[""rucaa guiꞌchiꞌ""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,escribir,rucaa gui’chi’ escribir,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1815,rucaa inyección,rucaa inyección,rucaa inyección,rucaa inyección,"[""rucaa inyección""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,inyectar,rucaa inyección [b-b.b.al] inyectar,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1816,rucaa la’dxi’,rucaa la’dxi’,rucaa laꞌdxiꞌ,rucaa laꞌdxiꞌ,"[""rucaa laꞌdxiꞌ""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,empeñarse,rucaa la’dxi’ empeñarse,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1817,rucaa ná’,rucaa ná’,rucaa náꞌ,rucaa náꞌ,"[""rucaa náꞌ""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,"empujar, detener","rucaa ná’ [b-a] empujar, detener",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1818,rucaa ridxi,rucaa ridxi,rucaa ridxi,rucaa ridxi,"[""rucaa ridxi""]",SUBENTRY,"rucaa guela guidi ñee, rucaa zapatu",,,llamar a gritos,rucaa ridxi llamar a gritos,,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1819,rucaabi,rucaabi,rucaabi,rucaabi,"[""rucaabi""]",ENTRY,,,[b.b.a],"encargar, pedir","rucaabi [b.b.a] encargar, pedir",,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1820,rucaache,rucaache,rucaache,rucaache,"[""rucaache""]",ENTRY,,,[b.b.a],"machacar, machucar, magullar","rucaache [b.b.a] machacar, machucar,",magullar,34,48,1,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1821,rucaachi’,rucaachi’,rucaachiꞌ,rucaachiꞌ,"[""rucaachiꞌ""]",ENTRY,,,,esconder; enterrar,rucaachi’ esconder; enterrar,,34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1822,rucaachi gue’tu’,rucaachi gue’tu’,rucaachi gueꞌtuꞌ,rucaachi gueꞌtuꞌ,"[""rucaachi gueꞌtuꞌ""]",SUBENTRY,rucaachiꞌ,,,enterrar,rucaachi gue’tu’ enterrar,,34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1823,rucachi lú,rucachi lú,rucachi lú,rucachi lú,"[""rucachi lú""]",SUBENTRY,rucaachiꞌ,,,esconderse,rucachi lú esconderse,,34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1824,rucaachi scuela,rucaachi scuela,rucaachi scuela,rucaachi scuela,"[""rucaachi scuela""]",SUBENTRY,rucaachiꞌ,,,"faltar a la escuela, irse de pinta",rucaachi scuela [b-a.b] faltar a la,"escuela, irse de pinta",34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1825,rucana ruaa,rucana ruaa,rucana ruaa,rucana ruaa,"[""rucana ruaa""]",ENTRY,,,,hablar con acento,rucana ruaa hablar con acento,,34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1826,rucuaagu,rucuaagu,rucuaagu,rucuaagu,"[""rucuaagu""]",ENTRY,,,[b.b.a],"disparar bala, cazar","rucuaagu [b.b.a] disparar bala, cazar",,34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
PICKETT-ZE-1827,rucuaani’,rucuaani’,rucuaaniꞌ,rucuaaniꞌ,"[""rucuaaniꞌ""]",ENTRY,,,,despertar,rucuaani’ despertar,,34,48,2,ZAPOTECO_ESPAÑOL,BIB003_PICKETT_VOCABULARIO,2007_FIFTH_ELECTRONIC,2013_FIFTH_ELECTRONIC_SECOND_VERSION,DOCUMENTED_UNICODE_RECONCILIATION_NOT_BYTE_EXTRACTED_2013,JUCHITAN_HISTORICAL_SOURCE,STRUCTURED_BACKFILL_V0_1
