ID,Language_ID,Headword,Part_Of_Speech,Attribution,Additional_Information,PDLMA
getanalaga,jzd,gueta (na)laga,s,JLC;RLC,,geta (na-)laga
getanibidxu7ni,jzd,gueta (ni) bidxú'ni',s,JLC;RGL,,geta (ni) bi-dxu!7ni
getabyade,jzd,gueta biàdè,s,JLC;ND;VP,,geta b.y.a*de*
getabaadxi,jzd,gueta baadxi',s,EJG;JLC;ND;RGL;RLC;VP,,geta baadxi
getabaadxinyeeba7du,jzd,gueta baadxi' ñee ba'du',s,EJG,,geta baadxi nyee ba7du
getabi7ngi,jzd,gueta bí'ngui',s,EJG;JLC;ND;VC;VP,,geta bi!7ngi
getabigii,jzd,gueta biguiì,s,EJG;JLC;ND;RLC;VP,,geta bi-gii*
getabikuunibolla,jzd,gueta bicuùnì' (bòla),s,JLC;ND;VP,,geta bi-kuu*ni* (bo*lla)
getabikuuniyu7la,jzd,gueta bicuùnì' yú'la',s,JLC;ND;VP,,geta bi-kuu*ni* yu!7la
getabiidxigitu,jzd,gueta biidxi' guitu,s,EJG;RGL,,geta biidxi gitu
getadxaa,jzd,gueta dxaà,s,EJG;JLC;ND;VP,,geta dxaa*
getaguu,jzd,gueta guù,s,EJG;JLC;ND;VP,,geta guu*
getaguuguchachi7dxita,jzd,gueta guù (g)uchachí' dxita,s,RLC,,geta guu* (g)u-chachi!7 dxita
getaludxya,jzd,gueta ludxia,s,JLC;RGL,,geta lu+ dxya
getaludxibaka,jzd,gueta ludxì bàca,s,VC,,geta ludxi* ba*ka
getamantekya,jzd,gueta mantequiá,s,JLC;RGL,,geta mante-kya!
getanaande,jzd,gueta naande',s,RGL,,geta naande
getanaxi,jzd,gueta naxhi,s,JLC,,geta naxi
getasweru,jzd,gueta suèru,s,JLC,,geta swe*ru
getawana,jzd,gueta huana,s,EJG;JLC;ND;RLC;VC;VP,,geta wana
getaxuxu,jzd,gueta xhuxhù,s,RLC,,geta xuxu*
getayachi7,jzd,gueta yachí',s,RGL;RLC;VC,,geta yachi!7
getazhuba7laa,jzd,gueta xubá' laà,s,EJG;ND;RGL,,geta zhuba!7 laa*
getazukii,jzd,gueta zuquiì,s,JLC;ND;VP,,geta zu-kii*
gewu7,jzd,gueú',s,RLC,,gewu!7
gewu7-2,jzd,gueù',s,EJG;JLC;RLC;VC;VP,,gewu*7
geza,jzd,gueza,s,,,geza
gi,jzd,gui,s,EJG;JLC;ND;RGL;RLC;VP,,gi
gi7di,jzd,guí'di',a,JLC;RLC;VP,a:dv1b,gi!7di
gidxa-2,jzd,guìdxa,a,EJG;JLC;ND;RGL;RLC;VP,,gi*dxa
gidxi-2,jzd,guìdxì,a,EJG;JLC;ND;RLC;VP,,gi*dxi*
ginde-2,jzd,guìnde,a,ND;VC,a:dv1a,gi*nde
giba7,jzd,guiba',s,EJG;JLC;RGL;VP,,gi-ba7
gibizhu,jzd,Guibixù,s,JLC,,gi-bizhu*
gidapa,jzd,guidápa,num,VP,num:ord,gi-da!pa
gidapa7,jzd,guidapá',q,JLC;ND;VP,q:set,gi-dapa!7
gidubi,jzd,guidùbi,q,JLC;RGL;VP,,gi-du*bi
gira7,jzd,guirà',q,JLC;RGL;RLC;VP,,gi-ra*7
giropa,jzd,guiròpa,num,JLC;ND;RLC;VC;VP,num:ord,gi-ro*pa
gironda7,jzd,guirondá',q,JLC,,gi-ronda!7
giropa7,jzd,guiropá',q,JLC;ND;VC;VP,q:set,gi-ropa!7
gixyaga,jzd,guixhiaga,s,VC,,gi-xyaga
gizhi7,jzd,guixì',av,JLC;RGL;RLC;VP,,gi-zhi*7
gi7,jzd,gui',s,EJG;JLC;ND;RLC;VP,,gi7
gi7chi-2,jzd,gui'chi',s,EJG;JLC;ND;RGL;VP,,gi7chi
gi7chibanda7,jzd,gui'chi' bandà',s,VC,,gi7chi ba-nda*7
gi7chigullene,jzd,gui'chi' gulènè,s,JLC,,gi7chi gu.lle* ne*
gi7ri,jzd,gui'ri',s,EJG;VC,,gi7ri
gi7ribidxi,jzd,gui'ri' bidxi,s,,,gi7ri bidxi
gi7xi,jzd,gui'xhi',s,EJG;ND;RLC;VP,,gi7xi
gi7xichuku,jzd,gui'xhi' chucu,s,JLC,,gi7xi chuku
gi7xiro71,jzd,gui'xhi' ró',s,JLC;RGL;RLC;VC,,gi7xi ro!7
gi7xiro72,jzd,Gui'xhi' Ró',s,JLC;RGL;RLC;VC,,gi7xi ro!7
gi7xixii,jzd,gui'xhi' xhii,s,JLC,,gi7xi xii
gi7xibikuudxe,jzd,Gui'xhi' Bicuùdxè',s,VC,,gi7xi=bi-kuu*dxe*
gi7xido7,jzd,gui'xhi'do',s,EJG;JLC;VC,,gi7xi=do7
gibi-2,jzd,guibi,s,EJG;JLC;RGL;RLC;VC;VP,,gibi
gicha,jzd,guicha,s,EJG;JLC;ND;RLC;VP,,gicha
gichabigote,jzd,guicha bigòte,s,RGL,,gicha bigo*te
gichaduubi,jzd,guicha duubi',s,ND,,gicha duubi
gichaike,jzd,guicha ique,s,JLC;RGL;RLC;VP,,gicha ike
gichaladi,jzd,guicha ladi,s,RGL;RLC,,gicha ladi
gichalu,jzd,guicha lu,s,JLC;RLC;VP,,gicha lu
gichalukwaa,jzd,guicha lucuaa,s,RGL,,gicha lu=kwaa
gichaluzhu,jzd,guicha luxu,s,VC,,gicha luzhu
gichapatya,jzd,guicha patiá,s,,,gicha pa-tya!
gicharwaa,jzd,guicha ruaa,s,EJG;JLC;ND;RGL;RLC;VP,,gicha rwaa
gicharwaabendabwaa,jzd,guicha ruaa benda buaa,s,RGL;RLC,,gicha rwaa benda bwaa
gichasejalu,jzd,guicha sèja lu,s,RGL,,gicha se*ja lu
gichatoope,jzd,guicha toopè',s,JLC;ND;RLC;VP,,gicha toope*
gichaxkwa7sa,jzd,guicha xcua'sa',s,,,gicha x.kwa7sa
gichaxaga,jzd,guicha xhaga,s,RGL,,gicha xaga
gichaxigi,jzd,guicha xhigui,s,EJG;ND;RGL;VP,,gicha xigi
gichayannitowu7,jzd,guicha yanni toù',s,,,gicha yanni towu*7
gichu,jzd,guichu,s,,,gichu
gidi,jzd,guidi,s,JAR;JLC;RGL;RLC;VP,,gidi
gidiikexkye,jzd,guidi (ique) xquie,s,VC,,gidi (ike) x.kye
gidi7ulle,jzd,guidi 'ùle,s,JLC,,gidi 7u*lle
gidibanda7,jzd,guidi bandà',s,JLC;VP,,gidi ba-nda*7
gidibo7ko,jzd,guidi bo'co',s,JLC;RGL;RLC;VP,,gidi bo7ko
gidigi,jzd,guidi gui,s,JLC;RGL;RLC;VP,,gidi gi
gidiike,jzd,guidi ique,s,RGL,,gidi ike
gidiko7re,jzd,guidi co're',s,,,gidi ko7re
gidiladi,jzd,guidi ladi,s,JLC;RGL;RLC;VP,,gidi ladi
gidiladibiwi,jzd,guidi ladi bihui,s,JLC,,gidi ladi biwi
gidilaga,jzd,guidi laga,s,EJG,,gidi laga
gidilaya,jzd,guidi laya,s,RLC,,gidi laya
gidilu,jzd,guidi lu,s,JLC;RLC,,gidi lu
gidinamezha,jzd,guidi namèxa,s,JLC,,gidi na-me*zha
gidindaaniyanni,jzd,guidi ndaani' yanni,s,RLC,,gidi ndaani yanni
gidirudye,jzd,guidi rudie,s,JLC,,gidi r.u-dye
gidirwaa,jzd,guidi ruaa,s,JLC;VP,,gidi rwaa
gidiwiini,jzd,guidi huiini',s,RLC,,gidi wiini
gidiyanni,jzd,guidi yanni,s,,,gidi yanni
gidizhii,jzd,guidi xii,s,RGL,,gidi zhii
gidizhiitowu7,jzd,guidi xii toù',s,JLC;RGL,,gidi zhii towu*7
gidxagiichi,jzd,guidxa guiichì',s,JLC;RGL,,gidxa giichi*
gidxarabe7,jzd,guidxa ra bè',s,EJG;JLC;ND;RGL;RLC;VP,,gidxa ra+ be*7
gidxi-3,jzd,guidxi,s,EJG;JLC;ND;RGL;RLC;VP,,gidxi
gidxikubi,jzd,Guidxi Cùbi,s,JLC;VP,,gidxi ku*bi
gidxilayu,jzd,guidxi layu,s,EJG;JLC;ND;VP,,gidxi la=yu
gidxinaro7ba,jzd,guidxi naró'ba',s,RGL,,gidxi na-ro!7ba
gidxiro7,jzd,guidxi ró',s,JLC,,gidxi ro!7
gidxiwiini,jzd,guidxi huiini',s,JLC,,gidxi wiini
gidxiyaza,jzd,Guidxi Yaza,s,JLC;RLC;VP,,gidxi yaza
gidxizhadani,jzd,Guidxi Xadanì,s,RGL,,gidxi zha=dani*
gidxi-4,jzd,guidxì,a,,,gidxi*
gidxigye7xuuba,jzd,Guidxiguie' (xhuuba'),s,EJG;ND;VC,,gidxi=gye7 (xuuba)
giidxi-2,jzd,guiìdxì',a,VP,a:dv1a,gii*dxi*
giiba,jzd,guiiba',s,EJG;JLC;VP,,giiba
giibaduxu7,jzd,guiiba' duxhú',s,JAR;JLC,,giiba duxu!7
giibaguchi,jzd,guiiba' guchi,s,JLC,,giiba guchi
giibalisu,jzd,guiiba' lìsu,s,JLC,,giiba li*su
giibamerkurin,jzd,guiiba' mercurín,s,JLC,,giiba merku-ri!n
giibanaazepwerta7,jzd,guiiba' naàze' puertá',s,JLC;RGL,,giiba naa*ze pwerta!7
giibaruga,jzd,guiiba' ruga,s,JLC,,giiba r.u-ga
giibarutuxu,jzd,guiiba' rutuxhu,s,JLC,,giiba r.u-tuxu
giibarigiide,jzd,guiiba' riguiidè',s,JLC,,giiba ri-g.iide*
giibarikanyeemani7,jzd,guiiba' rica ñee maní',s,RGL,,giiba ri-ka nyee mani!7
giibaripapa,jzd,guiiba' ripapa,s,RLC,,giiba ri-papa
giibarisaka,jzd,guiiba' risaca,s,JLC,,giiba ri-saka
giibayaachi,jzd,guiiba' yaàchì',s,VC,,giiba yaa*chi*
giibazhinya7,jzd,guiiba' xiñà',s,JLC,,giiba zhi-nya*7
giibale,jzd,guiiba'lè,s,,,giiba=le*
giibayaa,jzd,guiiba'yaa,s,JLC;RGL;VP,,giiba=yaa
giiche,jzd,guiichè',s,EJG;JLC;ND;RGL;RLC;VP,,giiche*
giichi-2,jzd,guiichì',s,EJG;VP,,giichi*
giichiwiini,jzd,guiichì' huiini',s,RLC,,giichi* wiini
giichiyonde7,jzd,guiichì' yondé',s,,,giichi* yonde!7
giidxu,jzd,guiidxu',s,EJG;JLC;ND;RLC;VP,,giidxu
giidxubeede,jzd,guiidxu' beedè',s,JLC;RLC;VP,,giidxu beede*
giidxubitii,jzd,guiidxu' bitiì,s,RGL,,giidxu bi-tii*
giidxuguba,jzd,guiidxu' gubà,s,EJG;JLC;ND;RLC;VP,,giidxu gu-ba*
giidxukuba,jzd,guiidxu' cuba,s,RLC,,giidxu kuba
giidxuyaa,jzd,guiidxu' yaa,s,JLC;ND,,giidxu yaa
giidxuzhuuni,jzd,guiidxu' xuuni',s,EJG;JLC;ND;RLC;VP,,giidxu zhuuni
giigu,jzd,guiigu',s,EJG;JLC;ND;RGL;RLC;VP,,giigu
giigubi7ku,jzd,Guiigu' Bi'cu',s,JLC,,giigu bi7ku
giigubikunisa,jzd,Guiigu' Bicu Nisa,s,EJG,,giigu biku nisa
giinya,jzd,guiiña',s,,,giinya
giinyabyuutu,jzd,guiiña' biuutu',s,JLC;RGL,,giinya b.y.uutu
giinyado7,jzd,guiiña' do',s,JLC;ND;RLC;VP,,giinya do7
giinyado7nucha7bendabwaa,jzd,guiiña' do' (nuchá') benda buaa,s,JLC;RLC,,giinya do7 (nucha!7) benda bwaa
giinyareyenu,jzd,guiiña' reyènu,s,RGL;RLC,,giinya reye*nu
giinyaxkuchu,jzd,guiiña' xcùchù,s,RLC,,giinya x.ku*chu*
giinyazhigundu7,jzd,guiiña' xigundú',s,RGL,,giinya zhi+ gundu!7
giiri,jzd,guiiri',s,EJG;JLC;RGL;RLC;VP,,giiri
giiriwiini,jzd,guiiri' huiini',s,RLC,,giiri wiini
giiriza1,jzd,guiiri' za,s,JLC;RGL;VC,,giiri za
giiriza2,jzd,guiiri za,s,FSL;JLC;RLC,,giiri za
giirizidi,jzd,guiiri' zidi,s,RLC,,giiri zidi
giiru,jzd,guiiru',s,JLC;RGL;RLC;VP,,giiru
giirubyaani,jzd,guiiru' biaani',s,VC,,giiru b.y.aani
giirudyaga,jzd,guiiru' diaga,s,,,giiru dyaga
giirugesa,jzd,guiiru' guèsà,s,ND;VC,s:lf,giiru ge*sa*
giirugi7,jzd,guiiru' gui',s,JLC,,giiru gi7
giirunde,jzd,guiiru' nde,s,RGL,,giiru nde
giiruxkurrgi7,jzd,guiiru' xcurrgui',s,RGL,,giiru x.kurr=gi7
giiruxxaga,jzd,guiiru' xhaga,s,JLC;RGL,,giiru x.xaga
